"Story","Title","Result","Date","Stability","Duration (s)"
"Verify the operation of the pet store's services","Verify the creation of a user in the pet store","SUCCESS","2024-02-22T17:44:58.0508221-05:00[America/Bogota]","0.0","4.52"
